0.05,0.023809524,0.0526,0.116666667,0,1,0.01627907,0.0012,0.045
0.0467,0.040028571,0.06,0.166666667,0,0,0.002790698,0.0012,0.045
0.13678,0.11724,0.0525,0.291666667,0,0,0.01255814,0.0012,0.045
0.02,0.00952381,0.0525,0.116666667,1,1,0.002325581,0.0012,0.045
0.0025,0.002142857,0.0775,0.166666667,0,0,0.000930233,0.0012,0.045
0.002,0.001714286,0.0724,0.166666667,0,0,0.001395349,0.0012,0.045
0.004,0.003428571,0.0775,0.166666667,0,0,0.001860465,0.0012,0.045
0.04,0.019047619,0.075,0.083333333,0,1,0.005581395,0.0012,0.045
0.003,0.002571429,0.0775,0.166666667,0,0,0.000465116,0.0012,0.045
0.004,0.003428571,0.0775,0.166666667,0,0,0.001860465,0.0012,0.045
0.0025,0.002142857,0.0775,0.061111111,0,0,0.001395349,0.0012,0.045
0.3317,0.284314286,0.05,0.331944444,0,0,0.025581395,0.0012,0.045
0.002,0.001714286,0.08,0.054166667,0,0,0.000930233,0.0012,0.045
0.004,0.001904762,0.0575,0.083333333,0,1,0.000465116,0.0012,0.045
0.007,0.006,0.065,0.083333333,0,1,0.004186047,0.0012,0.045
0.1104,0.094628571,0.0575,0.416666667,0,0,0.003255814,0.0012,0.045
0.004,0.003428571,0.08,0.094444444,0,0,0.00372093,0.0012,0.045
0.002,0.001714286,0.075,0.066666667,0,1,0.005116279,0.0012,0.045
0.0495,0.042428571,0.0601,0.333333333,0,0,0.002790698,0.0012,0.045
0.104,0.089142857,0.06,0.216666667,0,0,0.005581395,0.0012,0.045
0.04,0.019047619,0.0525,0.013888889,0,1,0.030232558,0.0012,0.045
0.006,0.002857143,0.065,0.0875,0,0,0.000465116,0.0012,0.045
0.015,0.007142857,0.0426,0.116666667,0,1,0.004186047,0.0012,0.045
0.02,0.00952381,0.0775,0.116666667,1,0,0.013023256,0.0012,0.045
0.07,0.06,0.0601,0.116666667,0,0,0.004186047,0.0012,0.045
0.03,0.025714286,0.06,0.333333333,0,0,0.000465116,0.0012,0.045
0.003,0.002571429,0.08,0.116666667,0,0,0.000930233,0.0012,0.045
0.01,0.004761905,0.0525,0.083333333,0,0,0.000930233,0.0012,0.045
0.0201,0.009571429,0.0451,0.075,0,0,0.009302326,0.0012,0.045
0.036,0.030857143,0.06,0.416666667,0,0,0.002325581,0.0012,0.045
0.2386,0.204514286,0.0601,0.416666667,0,0,0.011627907,0.0012,0.045
0.03,0.025714286,0.06,0.116666667,0,0,0.011627907,0.0012,0.045
0.171,0.146571429,0.0601,0.416666667,0,0,0.019534884,0.0012,0.045
0.005,0.002380952,0.045,0.116666667,0,1,0.003255814,0.0012,0.045
0.006,0.005142857,0.06,0.083333333,0,0,0.001395349,0.0012,0.045
0.063,0.054,0.045,0.166666667,0,0,0.003255814,0.0012,0.045
0.01,0.004761905,0.0325,0.116666667,0,1,0.015813953,0.0012,0.045
0.0148,0.012685714,0.055,0.1,0,0,0.001395349,0.0012,0.045
0.0036,0.001714286,0.0905,0.116666667,0,1,0.001395349,0.0012,0.045
0.075,0.064285714,0.06,0.097222222,0,0,0.030232558,0.0012,0.045
0.2334,0.200057143,0.049,0.266666667,0,0,0.006976744,0.0012,0.045
0.0074,0.00352381,0.075,0.083333333,0,0,0.002790698,0.0012,0.045
0.005,0.002380952,0.0675,0.116666667,0,1,0.002325581,0.0012,0.045
0.032,0.027428571,0.06,0.416666667,0,0,0.001395349,0.0012,0.045
0.07,0.033333333,0.0326,0.116666667,0,0,0.001860465,0.0012,0.045
0.004,0.001904762,0.0875,0.116666667,0,1,0.000930233,0.0012,0.045
0.005,0.002380952,0.05,0.116666667,0,1,0.001860465,0.0012,0.045
0.241,0.206571429,0.06,0.166666667,0,0,0.020930233,0.0012,0.045
0.2655,0.227571429,0.06,0.416666667,0,0,0.00372093,0.0012,0.045
